,Дата,Brent_prices,ACWI_indexes,Dow_Jones_indexes,DXY_indexes,FTSE_100_indexes,MOEX_indexes,RTS_indexes,SPX_indexes,USD_RUB_rates
709,07.02.2013,117.24,49.79,13944.05,80.257,6228.42,1525.88,1595.36,1509.39,30.2500
710,08.02.2013,118.90,50.06,13992.97,80.316,6263.93,1519.91,1590.13,1517.93,30.1700
711,11.02.2013,118.13,49.98,13971.24,80.389,6277.06,1515.89,1581.95,1517.01,30.1600
712,12.02.2013,118.66,50.17,14018.70,80.163,6338.38,1512.03,1582.35,1519.43,30.0350
713,13.02.2013,118.72,50.28,13982.91,80.167,6359.11,1537.93,1612.65,1520.33,30.0520
714,14.02.2013,118.00,50.18,13973.39,80.538,6327.36,1519.22,1588.31,1521.38,30.1220
715,15.02.2013,117.66,50.10,13981.76,80.576,6328.26,1508.17,1577.26,1519.79,30.1130
716,19.02.2013,117.52,50.47,14035.67,80.545,6379.07,1522.69,1592.74,1530.94,30.0900
717,20.02.2013,115.60,49.94,13927.54,81.155,6395.37,1511.40,1582.63,1511.95,30.2300
718,21.02.2013,113.53,49.48,13880.62,81.551,6291.54,1493.71,1548.76,1502.42,30.4700
719,22.02.2013,114.10,49.96,14000.57,81.585,6335.70,1496.61,1551.04,1515.60,30.3900
720,25.02.2013,114.44,49.03,13784.17,81.777,6355.37,1503.66,1565.07,1487.85,30.4750
721,26.02.2013,112.71,49.32,13900.13,81.940,6270.44,1484.67,1530.82,1496.94,30.6050
722,27.02.2013,111.87,49.91,14075.37,81.672,6325.88,1487.17,1530.52,1515.99,30.4900
723,28.02.2013,111.38,49.84,14054.49,82.003,6360.81,1486.04,1534.41,1514.68,30.6500
724,01.03.2013,110.40,49.89,14089.66,82.358,6378.60,1473.54,1509.80,1518.20,30.6960
725,04.03.2013,110.09,50.00,14127.82,82.255,6345.63,1464.45,1498.79,1525.20,30.7680
726,05.03.2013,111.61,50.46,14253.77,82.147,6431.95,1484.22,1523.34,1539.79,30.6180
727,06.03.2013,111.06,50.59,14296.24,82.507,6427.64,1491.49,1529.32,1541.46,30.7820
728,07.03.2013,111.15,50.73,14329.49,82.123,6439.16,1491.35,1532.09,1544.26,30.7120
729,11.03.2013,110.22,51.02,14447.29,82.580,6503.63,1504.05,1539.87,1556.22,30.6950
730,12.03.2013,109.65,50.78,14450.06,82.595,6510.62,1501.76,1542.55,1552.48,30.6880
731,13.03.2013,108.52,50.75,14455.28,82.902,6481.50,1496.37,1531.14,1554.52,30.7980
732,14.03.2013,109.42,51.03,14539.14,82.623,6529.41,1498.97,1535.73,1563.23,30.7190
733,15.03.2013,109.82,51.01,14514.11,82.256,6489.65,1495.11,1537.66,1560.70,30.6260
734,18.03.2013,109.51,50.57,14452.06,82.574,6457.92,1462.82,1494.30,1552.10,30.8080
735,19.03.2013,107.45,50.40,14455.82,83.211,6441.32,1449.20,1478.82,1548.34,30.9970
736,20.03.2013,108.72,50.75,14511.73,82.948,6432.70,1459.03,1489.34,1558.71,30.8750
737,21.03.2013,107.47,50.20,14421.49,82.905,6388.55,1459.22,1485.73,1545.80,30.9500
738,22.03.2013,107.66,50.60,14512.03,82.529,6392.76,1441.36,1470.91,1556.89,30.8500
739,25.03.2013,108.17,50.31,14447.75,82.995,6378.38,1428.46,1458.80,1551.69,30.9400
740,26.03.2013,109.36,50.64,14559.65,83.048,6399.37,1417.00,1445.46,1563.77,30.8800
741,27.03.2013,109.69,50.58,14526.16,83.411,6387.56,1425.00,1446.04,1562.85,31.0350
742,28.03.2013,110.02,50.75,14578.54,83.175,6411.74,1434.18,1454.72,1569.19,31.1170
743,02.04.2013,110.69,50.72,14662.01,83.092,6490.66,1430.30,1440.10,1570.25,31.3230
744,03.04.2013,107.11,50.29,14550.35,82.861,6420.28,1427.94,1425.99,1553.69,31.6520
745,04.04.2013,106.34,50.49,14606.11,82.795,6344.12,1426.87,1419.45,1559.98,31.6020
746,05.04.2013,104.12,50.30,14565.25,82.603,6249.78,1416.69,1411.09,1553.28,31.5050
747,08.04.2013,104.66,50.51,14613.48,82.869,6276.94,1408.55,1419.63,1563.07,31.2230
748,09.04.2013,106.23,50.74,14673.46,82.414,6313.21,1425.49,1439.46,1568.61,31.0250
749,10.04.2013,105.79,51.40,14802.24,82.634,6387.37,1425.50,1453.81,1587.73,30.8920
750,11.04.2013,104.27,51.65,14865.14,82.325,6416.14,1401.73,1433.08,1593.37,30.8650
751,12.04.2013,103.11,51.45,14865.06,82.406,6384.39,1385.84,1405.47,1588.85,31.0650
752,15.04.2013,100.39,50.26,14599.20,82.507,6343.60,1359.69,1366.53,1552.36,31.5020
753,16.04.2013,99.91,51.01,14756.78,81.823,6304.58,1352.37,1356.65,1574.57,31.2480
754,17.04.2013,97.69,50.12,14618.59,82.791,6244.21,1335.89,1327.92,1552.01,31.8870
755,18.04.2013,99.13,49.91,14537.14,82.681,6243.67,1335.21,1327.55,1541.61,31.5850
756,19.04.2013,99.65,50.39,14547.51,82.846,6286.59,1338.43,1336.46,1555.25,31.6650
757,22.04.2013,100.39,50.58,14567.17,82.824,6280.62,1336.84,1329.14,1562.50,31.5650
758,23.04.2013,100.31,51.08,14719.46,83.186,6406.12,1339.91,1333.89,1578.78,31.6350
759,24.04.2013,101.73,51.32,14676.30,83.026,6431.76,1377.01,1375.40,1578.79,31.4800
760,25.04.2013,103.41,51.60,14700.80,82.840,6442.59,1372.20,1387.98,1585.16,31.1630
761,26.04.2013,103.16,51.52,14712.55,82.571,6426.42,1372.04,1382.22,1582.24,31.2880
762,29.04.2013,103.81,52.00,14818.75,82.202,6458.02,1362.57,1387.54,1593.61,30.9730
763,30.04.2013,102.37,52.19,14839.80,81.807,6430.12,1385.88,1407.21,1597.57,31.1280
764,02.05.2013,102.85,52.08,14831.58,82.282,6460.71,1376.56,1387.47,1597.59,31.1520
765,03.05.2013,104.19,52.65,14973.96,82.195,6521.46,1408.03,1429.86,1614.42,31.0800
766,07.05.2013,104.40,52.92,15056.20,82.335,6557.30,1430.18,1451.84,1625.96,31.0670
767,08.05.2013,104.34,53.37,15105.12,81.951,6583.48,1432.94,1452.17,1632.69,31.1480
768,10.05.2013,103.91,53.12,15118.49,83.231,6624.98,1426.25,1429.78,1633.70,31.3580
769,13.05.2013,102.82,53.10,15091.68,83.365,6631.76,1416.50,1422.29,1633.77,31.3400
770,14.05.2013,102.60,53.43,15215.25,83.713,6686.06,1405.76,1412.69,1650.34,31.3600
771,15.05.2013,103.68,53.63,15275.69,83.961,6693.55,1391.98,1391.01,1658.78,31.4550
772,16.05.2013,103.80,53.33,15233.22,83.722,6687.80,1373.65,1380.58,1650.47,31.3950
773,17.05.2013,104.64,53.76,15354.40,84.387,6723.06,1401.79,1405.34,1667.47,31.4530
774,20.05.2013,104.80,53.91,15335.28,83.842,6755.63,1406.86,1417.05,1666.29,31.2380
775,21.05.2013,103.91,54.03,15387.58,83.955,6803.87,1422.99,1433.02,1669.16,31.2400
776,22.05.2013,102.60,53.50,15307.17,84.459,6840.27,1448.42,1461.93,1655.35,31.4150
777,23.05.2013,102.44,53.17,15294.50,83.803,6696.79,1396.91,1400.84,1650.51,31.4830
778,24.05.2013,102.64,52.92,15303.10,83.758,6654.34,1380.88,1388.52,1649.60,31.3300
779,28.05.2013,104.23,53.08,15409.39,84.172,6762.01,1397.72,1399.11,1660.06,31.5240
780,29.05.2013,102.43,52.73,15302.80,83.705,6627.17,1361.43,1360.06,1648.36,31.6280
781,30.05.2013,102.19,52.91,15324.53,83.067,6656.99,1361.26,1350.42,1654.41,31.7300
782,31.05.2013,100.39,51.99,15115.57,83.401,6583.09,1350.17,1331.43,1630.74,31.9220
783,03.06.2013,102.06,52.18,15254.03,82.688,6525.12,1337.40,1319.01,1640.42,31.8430
784,04.06.2013,103.24,51.99,15177.54,82.802,6558.58,1341.62,1322.39,1631.38,31.9450
785,05.06.2013,103.04,51.19,14960.59,82.612,6419.31,1326.78,1301.08,1608.90,32.1750
786,06.06.2013,103.61,51.56,15040.62,81.537,6336.11,1316.92,1286.86,1622.56,32.1300
787,07.06.2013,104.56,52.10,15248.12,81.660,6411.99,1343.90,1314.41,1643.38,32.2080
788,10.06.2013,103.95,52.04,15238.59,81.651,6400.45,1335.25,1300.54,1642.81,32.3000
789,11.06.2013,102.96,51.45,15122.02,81.110,6340.08,1301.31,1263.66,1626.13,32.3950
790,13.06.2013,104.25,51.94,15176.08,80.742,6304.63,1281.89,1261.63,1636.36,31.9750
791,14.06.2013,105.93,51.47,15070.18,80.650,6308.26,1299.61,1293.88,1626.73,31.7270
792,17.06.2013,105.47,52.02,15179.85,80.733,6330.49,1325.27,1314.01,1639.04,31.7570
793,18.06.2013,106.02,52.36,15318.23,80.749,6374.21,1335.14,1314.06,1651.81,32.0080
794,19.06.2013,106.12,51.47,15112.19,81.595,6348.82,1323.57,1291.72,1628.93,32.3830
795,20.06.2013,102.15,49.92,14758.32,82.096,6159.51,1297.01,1243.32,1588.19,33.0550
796,21.06.2013,100.91,50.07,14799.40,82.517,6116.17,1298.89,1245.72,1592.43,32.7750
797,24.06.2013,101.16,49.23,14659.56,82.633,6029.10,1290.26,1233.04,1573.09,32.7650
798,25.06.2013,101.26,49.82,14760.31,82.800,6101.91,1297.59,1243.20,1588.03,32.8210
799,26.06.2013,101.66,50.29,14910.14,83.228,6165.48,1320.39,1261.13,1603.26,32.9430
800,27.06.2013,102.82,50.13,15024.49,83.152,6243.40,1313.23,1262.77,1613.20,32.8160
801,28.06.2013,102.16,50.00,14909.60,83.376,6215.47,1330.46,1275.44,1606.28,32.8350
802,01.07.2013,103.00,50.32,14974.96,83.253,6307.78,1336.17,1276.85,1614.96,32.9920
803,02.07.2013,104.00,50.14,14932.41,83.764,6303.94,1337.92,1274.07,1614.08,33.1900
804,03.07.2013,105.76,50.11,14988.55,83.451,6229.87,1333.35,1264.29,1615.41,33.1350
805,05.07.2013,107.72,50.42,15135.84,84.689,6375.52,1342.72,1268.59,1631.89,33.3280
806,08.07.2013,107.43,50.66,15224.69,84.414,6450.07,1348.88,1277.29,1640.46,33.2050
807,09.07.2013,107.81,51.03,15300.34,84.781,6513.08,1345.73,1282.84,1652.32,32.9950
808,10.07.2013,108.51,51.08,15291.66,84.234,6504.96,1333.71,1275.29,1652.62,32.9550
809,11.07.2013,107.73,52.21,15460.92,82.915,6543.41,1368.11,1322.76,1675.02,32.5320
810,12.07.2013,108.81,52.04,15464.30,83.163,6544.94,1398.22,1348.81,1680.19,32.6400
811,15.07.2013,109.09,52.27,15484.26,83.196,6586.11,1403.56,1354.54,1682.50,32.5920
812,16.07.2013,109.40,52.15,15451.85,82.637,6556.35,1410.10,1368.83,1676.26,32.4200
813,17.07.2013,108.61,52.34,15470.52,82.840,6571.93,1431.80,1393.05,1680.91,32.3250
814,18.07.2013,108.70,52.54,15548.54,82.955,6634.36,1416.63,1377.35,1689.37,32.4830
815,19.07.2013,108.07,52.57,15543.74,82.711,6630.67,1421.67,1382.33,1692.09,32.3770
816,22.07.2013,108.15,52.76,15545.55,82.317,6623.17,1415.52,1380.01,1695.53,32.3450
817,23.07.2013,108.42,52.82,15567.74,82.040,6597.44,1417.34,1379.88,1692.39,32.2950
818,24.07.2013,107.19,52.61,15542.24,82.400,6620.43,1407.41,1369.36,1685.94,32.4830
819,25.07.2013,107.65,52.75,15555.61,82.053,6587.95,1401.88,1353.38,1690.25,32.6650
820,26.07.2013,107.17,52.66,15558.83,81.764,6554.79,1403.14,1348.37,1691.65,32.7880
821,29.07.2013,107.45,52.38,15521.97,81.763,6560.25,1398.30,1341.34,1685.33,32.8600
822,30.07.2013,106.91,52.28,15520.59,81.919,6570.95,1387.31,1326.41,1685.96,32.9670
823,31.07.2013,107.70,52.29,15499.54,81.539,6621.06,1375.79,1313.38,1685.73,32.9600
824,01.08.2013,109.54,53.02,15628.02,82.427,6681.98,1398.46,1331.71,1706.87,33.1100
825,02.08.2013,108.95,53.18,15658.36,81.978,6647.87,1392.15,1336.39,1709.67,32.8350
826,05.08.2013,108.70,53.10,15612.13,81.936,6619.58,1391.75,1333.42,1707.14,32.9170
827,06.08.2013,108.18,52.79,15518.74,81.658,6604.21,1364.65,1304.98,1697.37,32.9850
828,07.08.2013,107.44,52.57,15470.67,81.323,6511.21,1362.91,1301.28,1690.91,32.9630
829,08.08.2013,106.68,53.00,15498.32,81.027,6529.68,1362.38,1303.28,1697.48,32.8600
830,09.08.2013,108.22,52.98,15425.51,81.170,6583.39,1382.72,1325.72,1691.42,32.8800
831,12.08.2013,108.97,52.94,15419.68,81.374,6574.34,1388.36,1326.53,1689.47,33.0200
832,13.08.2013,109.82,53.21,15451.01,81.815,6611.94,1407.86,1338.85,1694.16,33.0720
833,14.08.2013,110.20,53.07,15337.66,81.758,6587.43,1423.87,1356.34,1685.39,33.0870
834,15.08.2013,111.11,52.50,15112.19,81.207,6483.34,1391.37,1327.49,1661.32,32.9000
835,16.08.2013,110.40,52.43,15081.47,81.293,6499.99,1380.31,1323.42,1655.83,32.9170
836,19.08.2013,109.90,52.00,15010.74,81.260,6465.73,1382.32,1322.25,1646.06,32.9870
837,20.08.2013,110.15,52.06,15002.99,80.934,6453.46,1377.28,1317.77,1652.35,32.9500
838,21.08.2013,109.81,51.56,14897.55,81.223,6390.84,1376.60,1312.47,1642.80,33.1530
839,22.08.2013,109.90,52.02,14963.74,81.531,6446.87,1396.65,1329.05,1656.96,33.0550
840,23.08.2013,111.04,52.35,15010.51,81.392,6492.10,1393.21,1330.99,1663.50,33.0350
841,27.08.2013,114.36,51.23,14776.13,81.200,6440.97,1374.21,1304.33,1630.48,33.1600
842,28.08.2013,116.61,51.28,14824.51,81.465,6430.06,1369.64,1299.65,1634.96,33.1900
843,29.08.2013,115.16,51.37,14840.95,82.003,6483.05,1371.89,1300.67,1638.17,33.2580
844,30.08.2013,114.01,51.09,14810.31,82.142,6412.93,1364.65,1290.96,1632.97,33.2680
845,03.09.2013,115.68,51.60,14833.96,82.401,6468.41,1373.82,1293.11,1639.77,33.5000
846,04.09.2013,114.91,52.05,14930.87,82.205,6474.74,1375.66,1298.53,1653.08,33.3220
847,05.09.2013,115.26,52.15,14937.48,82.668,6532.44,1422.40,1339.80,1655.08,33.4430
848,06.09.2013,116.12,52.32,14922.50,82.167,6547.33,1423.40,1345.60,1655.17,33.2730
849,09.09.2013,113.72,52.97,15063.12,81.796,6530.74,1451.54,1380.37,1671.71,33.1580
850,10.09.2013,111.25,53.46,15191.06,81.819,6583.99,1453.57,1390.55,1683.99,32.9450
851,11.09.2013,111.50,53.65,15326.60,81.522,6588.43,1454.12,1394.03,1689.13,32.7850
852,12.09.2013,112.63,53.38,15300.64,81.491,6588.98,1450.23,1401.46,1683.42,32.6530
853,13.09.2013,112.78,53.56,15376.06,81.448,6583.80,1440.74,1396.57,1687.99,32.4650
854,16.09.2013,110.07,53.94,15494.78,81.072,6622.86,1470.48,1436.14,1697.60,32.3220
855,17.09.2013,108.19,54.07,15529.73,81.295,6570.17,1473.03,1439.79,1704.76,32.2080
856,18.09.2013,110.60,55.17,15676.94,80.367,6558.82,1464.95,1429.62,1725.52,31.7930
857,19.09.2013,108.76,55.02,15636.55,80.480,6625.39,1487.19,1478.75,1722.34,31.6570
858,20.09.2013,109.22,54.67,15451.09,80.549,6596.43,1476.73,1462.92,1709.91,31.8630
859,23.09.2013,108.16,54.54,15401.38,80.571,6557.37,1467.62,1451.43,1701.84,31.8140
860,24.09.2013,108.64,54.43,15334.59,80.690,6571.46,1464.72,1446.41,1697.42,31.8830
861,25.09.2013,108.32,54.34,15273.26,80.443,6551.53,1479.59,1452.98,1692.77,32.0930
862,26.09.2013,109.21,54.53,15328.30,80.638,6565.59,1485.14,1451.64,1698.67,32.3350
863,27.09.2013,108.63,54.30,15258.24,80.377,6512.66,1471.89,1432.87,1691.75,32.3150
864,30.09.2013,108.37,53.92,15129.67,80.323,6462.22,1462.82,1422.49,1681.55,32.3930
865,01.10.2013,107.94,54.36,15191.70,80.250,6460.01,1471.73,1438.04,1695.00,32.2500
866,02.10.2013,109.19,54.34,15133.14,79.989,6437.50,1454.29,1421.94,1693.87,32.2230
867,03.10.2013,109.00,53.96,14996.48,79.846,6449.04,1456.49,1427.81,1678.66,32.1710
868,04.10.2013,109.46,54.25,15072.58,80.220,6453.88,1474.21,1443.15,1690.50,32.1790
869,07.10.2013,109.68,53.79,14936.24,80.026,6437.28,1480.20,1444.32,1676.12,32.2120
870,08.10.2013,110.16,53.25,14776.53,80.132,6365.83,1505.14,1471.65,1655.45,32.4010
871,09.10.2013,109.06,53.34,14802.98,80.466,6337.91,1501.01,1461.00,1656.40,32.3200
872,10.10.2013,111.80,54.43,15126.07,80.517,6430.49,1516.73,1484.82,1692.56,32.1750
873,11.10.2013,111.28,54.76,15237.11,80.452,6487.19,1513.03,1477.00,1703.20,32.2250
874,14.10.2013,111.04,54.93,15301.26,80.311,6507.65,1510.20,1473.97,1710.14,32.2800
875,15.10.2013,109.96,54.64,15168.01,80.561,6549.11,1531.67,1495.31,1698.06,32.3030
876,16.10.2013,110.86,55.19,15373.83,80.563,6571.59,1531.57,1500.25,1721.54,32.0570
877,17.10.2013,109.11,55.72,15371.65,79.718,6576.16,1512.32,1491.85,1733.15,31.8670
878,18.10.2013,109.94,56.03,15399.65,79.727,6622.58,1533.35,1516.62,1744.50,31.8650
879,21.10.2013,109.64,56.07,15392.20,79.751,6654.20,1533.61,1514.39,1744.66,31.9750
880,22.10.2013,109.97,56.49,15467.66,79.290,6695.66,1528.76,1518.54,1754.67,31.6890
881,23.10.2013,107.80,56.06,15413.33,79.329,6674.48,1507.26,1494.96,1746.38,31.7510
882,24.10.2013,106.99,56.27,15509.21,79.245,6713.18,1502.46,1493.85,1752.07,31.6980
883,25.10.2013,106.93,56.33,15570.28,79.246,6721.34,1504.48,1492.20,1759.77,31.8110
884,28.10.2013,109.61,56.37,15568.93,79.306,6725.82,1511.51,1493.11,1762.11,31.9180
885,29.10.2013,109.01,56.57,15680.35,79.670,6774.73,1516.17,1491.56,1771.95,32.1230
886,30.10.2013,109.86,56.36,15618.76,79.837,6777.70,1516.00,1493.14,1763.31,32.0000
887,31.10.2013,108.84,56.05,15545.75,80.263,6731.43,1510.21,1480.42,1756.54,32.0830
888,01.11.2013,105.91,56.04,15615.55,80.810,6734.74,1515.15,1475.18,1761.64,32.4620
889,05.11.2013,105.33,55.94,15618.22,80.787,6746.84,1505.94,1460.23,1762.97,32.5450
890,06.11.2013,105.24,56.24,15746.88,80.559,6741.69,1499.95,1458.93,1770.49,32.3750
891,07.11.2013,103.46,55.39,15593.98,80.854,6697.22,1509.25,1468.22,1747.15,32.4580
892,08.11.2013,105.12,55.94,15761.78,81.387,6708.42,1489.55,1435.12,1770.61,32.6600
893,11.11.2013,106.40,55.96,15783.10,81.200,6728.37,1483.46,1427.93,1771.89,32.8330
894,12.11.2013,105.81,55.80,15750.67,81.252,6726.79,1500.41,1437.37,1767.69,32.8650
895,13.11.2013,107.12,56.14,15821.63,80.983,6630.00,1466.82,1406.92,1782.00,32.7530
896,14.11.2013,108.54,56.42,15876.22,81.086,6666.13,1490.89,1434.44,1790.62,32.7520
897,15.11.2013,108.50,56.83,15961.70,80.898,6693.44,1493.79,1444.24,1798.18,32.5710
898,18.11.2013,108.47,56.77,15976.02,80.826,6723.46,1510.61,1462.98,1791.53,32.5760
899,19.11.2013,106.92,56.62,15967.03,80.744,6698.01,1511.19,1455.04,1787.87,32.7160
900,20.11.2013,108.06,56.27,15900.82,81.172,6681.08,1508.52,1447.20,1781.37,32.9100
901,21.11.2013,110.08,56.64,16009.99,81.117,6681.33,1494.07,1425.86,1795.85,32.9930
902,22.11.2013,111.05,56.89,16064.77,80.742,6674.30,1504.10,1444.91,1804.76,32.7450
903,25.11.2013,111.00,56.72,16072.54,80.963,6694.62,1502.41,1433.55,1802.48,32.9210
904,26.11.2013,110.88,56.66,16072.80,80.638,6636.22,1484.37,1416.43,1802.75,32.9540
905,27.11.2013,111.31,56.82,16097.33,80.747,6649.47,1475.42,1404.31,1807.23,33.1850
906,29.11.2013,109.69,56.92,16086.41,80.657,6650.57,1479.35,1402.93,1805.81,33.1490
907,02.12.2013,111.45,56.59,16008.77,80.942,6595.33,1473.26,1398.74,1800.90,33.2240
908,03.12.2013,112.62,56.31,15914.62,80.618,6532.43,1448.84,1372.44,1795.15,33.2410
909,04.12.2013,111.88,56.15,15889.77,80.628,6509.97,1439.26,1364.44,1792.81,33.1130
910,05.12.2013,110.98,55.89,15821.51,80.241,6498.33,1429.25,1362.55,1785.03,32.9800
911,06.12.2013,111.61,56.55,16020.20,80.315,6551.99,1448.67,1390.61,1805.09,32.7670
912,09.12.2013,109.39,56.64,16025.53,80.140,6559.48,1465.70,1412.08,1808.37,32.6820
913,10.12.2013,109.38,56.53,15973.13,79.964,6523.31,1464.14,1409.85,1802.62,32.7090
914,11.12.2013,109.70,55.88,15843.53,79.890,6507.72,1464.67,1409.28,1782.22,32.7630
915,12.12.2013,108.67,55.49,15739.43,80.208,6445.25,1449.74,1393.57,1775.50,32.8280
916,13.12.2013,108.83,55.47,15755.36,80.220,6439.96,1452.76,1391.85,1775.32,32.9030
917,16.12.2013,110.47,55.91,15884.57,80.045,6522.20,1470.22,1407.25,1786.54,32.9400
918,17.12.2013,108.44,55.69,15875.26,80.214,6486.19,1479.39,1414.68,1781.00,32.9830
919,18.12.2013,109.63,56.13,16167.97,80.248,6492.08,1486.91,1423.87,1810.65,32.9000
920,19.12.2013,110.29,56.06,16179.08,80.788,6584.70,1497.99,1431.11,1809.60,32.9850
921,20.12.2013,111.77,56.31,16221.14,80.750,6606.58,1497.23,1429.91,1818.32,32.9850
922,23.12.2013,111.56,56.68,16294.61,80.617,6678.61,1507.49,1453.10,1827.99,32.7100
923,24.12.2013,111.90,56.86,16357.55,80.674,6694.17,1506.41,1454.02,1833.32,32.6270
924,27.12.2013,112.18,57.27,16478.41,80.538,6750.87,1494.83,1445.39,1841.40,32.6120
925,30.12.2013,111.21,57.38,16504.29,80.122,6731.27,1504.08,1442.73,1841.07,32.8200
926,06.01.2014,106.73,56.59,16425.10,80.806,6730.73,1466.15,1388.28,1826.77,33.2100
927,08.01.2014,107.15,56.87,16462.74,81.162,6721.78,1462.67,1390.35,1837.49,33.1770
928,09.01.2014,106.39,56.82,16444.76,81.135,6691.34,1465.14,1388.86,1838.13,33.2130
929,10.01.2014,107.25,57.19,16437.05,80.754,6739.94,1469.19,1395.91,1842.37,33.0020
930,13.01.2014,106.75,56.64,16257.94,80.611,6757.15,1477.56,1401.82,1819.20,33.2880
931,14.01.2014,106.39,57.14,16373.86,80.756,6766.86,1469.64,1388.69,1838.88,33.3180
932,15.01.2014,107.13,57.38,16481.94,81.144,6819.86,1486.51,1401.78,1848.38,33.3980
933,16.01.2014,107.09,57.33,16417.01,81.021,6815.42,1480.73,1397.23,1845.89,33.4160
934,17.01.2014,106.48,57.13,16458.56,81.362,6829.30,1486.88,1395.79,1838.70,33.6150
935,21.01.2014,106.73,57.28,16414.44,81.226,6834.26,1504.68,1395.87,1843.80,33.9770
936,22.01.2014,108.27,57.36,16373.34,81.305,6826.33,1498.73,1391.75,1844.86,33.9450
937,23.01.2014,107.58,56.85,16197.35,80.525,6773.28,1496.90,1381.59,1828.46,34.1530
938,24.01.2014,107.88,55.50,15879.11,80.541,6663.74,1494.58,1364.11,1790.29,34.5100
939,27.01.2014,106.69,55.21,15837.88,80.612,6550.66,1478.23,1346.51,1781.56,34.6880
940,28.01.2014,107.41,55.62,15928.56,80.657,6572.33,1469.57,1332.51,1792.50,34.7880
941,29.01.2014,107.85,55.03,15738.79,80.581,6544.28,1462.99,1308.00,1774.20,35.0910
942,30.01.2014,107.95,55.48,15848.61,81.193,6538.45,1463.20,1320.90,1794.19,34.9300
943,31.01.2014,106.40,54.95,15698.85,81.403,6510.44,1454.45,1301.02,1782.59,35.1760
944,03.02.2014,106.04,53.78,15372.80,81.110,6465.66,1442.84,1293.20,1741.89,35.4550
